subscription_length,vehicle_age,customer_age,region_code,region_density,segment,model,fuel_type,engine_type,airbags,is_esc,is_adjustable_steering,is_tpms,is_parking_sensors,is_parking_camera,rear_brakes_type,displacement,cylinder,transmission_type,steering_type,turning_radius,length,width,gross_weight,is_front_fog_lights,is_rear_window_wiper,is_rear_window_washer,is_rear_window_defogger,is_brake_assist,is_power_door_locks,is_central_locking,is_power_steering,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,ncap_rating,claim_status,max_torque_nm,max_torque_rpm,max_power_bhp,max_power_rpm,power_to_weight,torque_per_litre,safety_features_count
0.8,2.2,39,C2,27003,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
4.4,0.8,60,C19,27742,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
5.0,0.0,41,C5,34738,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
10.3,0.2,46,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
0.8,0.6,37,C8,8794,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
0.4,0.0,48,C14,7788,B2,M5,Diesel,1.5 Turbocharged Revotorq,2,0,1,0,1,0,0,1497,4,0,Electric,5.0,3990,1755,1490,0,0,0,0,0,1,1,1,0,0,1,1,5,0,200.0,3000,88.77,4000,0.0595771812080536,133.6005344021376,9
10.3,0.2,45,C2,27003,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
8.2,0.2,58,C10,73430,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
3.2,0.4,36,C2,27003,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
11.7,0.6,40,C2,27003,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
11.0,1.4,62,C9,17804,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
10.9,2.6,38,C7,6112,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
5.4,0.2,47,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
4.9,3.8,38,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
2.6,0.0,44,C5,34738,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.6,0.2,47,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
4.1,1.6,35,C16,16206,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
1.0,1.6,36,C1,4990,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
1.7,1.6,40,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
10.4,0.8,40,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
11.0,1.6,43,C6,13051,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
11.7,2.4,51,C5,34738,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
6.6,0.6,50,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
1.3,1.8,47,C13,5410,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
5.1,2.2,51,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
2.0,3.2,41,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
4.2,0.6,41,C10,73430,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
3.4,2.4,56,C8,8794,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
9.6,0.6,43,C10,73430,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.9,0.0,39,C2,27003,Utility,M10,CNG,G12B,1,0,0,0,1,0,0,1196,4,0,Manual,4.5,3675,1475,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,3000,61.68,6000,0.0408476821192052,71.07023411371237,3
1.0,0.4,38,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
11.1,0.6,44,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
10.4,3.0,43,C14,7788,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
4.2,1.0,36,C8,8794,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
1.7,2.2,51,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
4.5,1.0,45,C12,34791,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
9.5,1.8,37,C7,6112,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
6.6,4.0,50,C10,73430,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
1.0,0.8,36,C9,17804,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
10.5,0.4,54,C19,27742,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
7.3,2.6,40,C15,290,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
10.8,0.2,55,C22,16733,B2,M5,Diesel,1.5 Turbocharged Revotorq,2,0,1,0,1,0,0,1497,4,0,Electric,5.0,3990,1755,1490,0,0,0,0,0,1,1,1,0,0,1,1,5,0,200.0,3000,88.77,4000,0.0595771812080536,133.6005344021376,9
8.7,0.0,50,C16,16206,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
5.5,1.0,49,C17,65567,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.2,0.2,36,C2,27003,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
11.0,2.0,63,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
0.2,1.8,46,C12,34791,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
1.0,3.0,38,C7,6112,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
7.1,4.4,37,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
1.0,0.8,37,C2,27003,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
1.1,1.4,52,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
3.3,2.6,45,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
1.1,0.0,43,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
10.3,0.8,54,C14,7788,C1,M2,Petrol,1.2 L K12N Dualjet,2,1,1,0,1,1,0,1197,4,1,Electric,4.8,3995,1735,1335,1,0,0,1,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,16
10.6,1.0,36,C3,4076,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
2.9,0.2,40,C1,4990,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.9,2.0,45,C13,5410,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
8.5,0.2,43,C9,17804,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
7.1,1.4,47,C8,8794,Utility,M10,CNG,G12B,1,0,0,0,1,0,0,1196,4,0,Manual,4.5,3675,1475,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,3000,61.68,6000,0.0408476821192052,71.07023411371237,3
0.4,1.0,35,C3,4076,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
0.4,0.0,42,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.5,1.6,38,C13,5410,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
3.4,2.0,50,C13,5410,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
1.5,0.6,52,C7,6112,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
11.1,2.2,54,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
6.2,1.8,50,C2,27003,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
0.9,2.8,36,C3,4076,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
0.9,0.6,47,C3,4076,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
0.9,0.4,50,C5,34738,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
2.2,0.2,41,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
6.3,0.2,36,C10,73430,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.8,1.4,51,C3,4076,C1,M9,Diesel,i-DTEC,2,0,1,0,1,1,0,1498,4,0,Electric,4.9,3995,1695,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,0,200.0,1750,97.89,3600,0.0931398667935299,133.5113484646195,14
3.8,0.6,41,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
11.3,3.0,52,C14,7788,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
1.8,1.8,54,C14,7788,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
6.6,0.0,43,C8,8794,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
5.2,2.0,43,C2,27003,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
0.0,1.2,54,C14,7788,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
0.4,0.0,50,C13,5410,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
1.0,1.2,44,C3,4076,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
11.1,1.6,48,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
0.5,1.6,58,C11,6108,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
4.3,0.4,54,C13,5410,Utility,M10,CNG,G12B,1,0,0,0,1,0,0,1196,4,0,Manual,4.5,3675,1475,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,3000,61.68,6000,0.0408476821192052,71.07023411371237,3
8.8,3.4,40,C2,27003,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
10.6,0.6,48,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
11.8,1.6,41,C7,6112,C1,M2,Petrol,1.2 L K12N Dualjet,2,1,1,0,1,1,0,1197,4,1,Electric,4.8,3995,1735,1335,1,0,0,1,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,16
7.4,0.4,41,C5,34738,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,1,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
0.8,1.8,48,C14,7788,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
11.3,1.6,45,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
12.3,1.4,39,C13,5410,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
2.2,2.4,38,C6,13051,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
12.2,1.0,58,C17,65567,B2,M5,Diesel,1.5 Turbocharged Revotorq,2,0,1,0,1,0,0,1497,4,0,Electric,5.0,3990,1755,1490,0,0,0,0,0,1,1,1,0,0,1,1,5,0,200.0,3000,88.77,4000,0.0595771812080536,133.6005344021376,9
11.9,2.0,40,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
2.3,0.2,39,C9,17804,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
10.1,3.0,36,C13,5410,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
7.0,0.8,41,C1,4990,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
8.4,3.4,48,C2,27003,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
7.4,2.0,36,C3,4076,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
12.1,2.2,45,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
5.5,1.8,43,C5,34738,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
12.3,1.0,62,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
